Id,price,volume
0,99.82,0
1,99.89,0
2,100,0
3,100,0
4,100,0
5,100,0
6,100,0
7,100,0
8,100,0
9,100,0
10,100,0
11,100.04,2.0
12,100.04,0
13,100.04,0
14,100.04,0
15,100.04,0
16,100.04,0
17,100.04,0
18,100.04,0
19,100.04,0
20,100.04,0
21,100.04,0
22,100.04,0
23,100.04,0
24,100.04,0
25,100.04,0
26,100.04,0
27,100.04,0
28,100.04,0
29,100.04,0
30,100.04,0
31,100.04,0
32,100.04,0
33,100.04,0
34,100.04,0
35,100.04,0
36,100.04,0
37,100.04,2.0
38,100.04,0
39,100.04,0
40,100.04,0
41,100.04,0
42,100.04,0
43,100.05,3.0
44,100.05,0
45,100.05,0
46,100.05,0
47,100.05,0
48,100.05,0
49,100.05,0
50,100.05,0
51,100.06,4.0
52,100.06,0
53,100.06,0
54,100.07,5.0
55,100.08,2.0
56,100.08,0
57,100.08,0
58,100.08,0
59,100.08,0
60,100.08,0
61,100.08,0
62,100.08,0
63,100.06,14159.5
64,100.0,2.0
65,100.0,0
66,100.0,0
67,100.0,0
68,100.0,0
69,100.0,0
70,100.0,0
71,100.0,0
72,100.0,0
73,100.0,0
74,100.0,0
75,100.0,0
76,100.0,0
77,100.0,0
78,100.01,3.0
79,100.01,0
80,100.01,0
81,100.01,0
82,100.01,0
83,100.01,0
84,100.01,0
85,100.01,0
86,100.01,0
87,100.01,0
88,100.01,0
89,100.01,0
90,100.01,0
91,100.01,0
92,100.01,0
93,100.01,0
94,100.01,0
95,100.01,0
96,100.01,0
97,100.03,3.0
98,100.03,0
99,100.03,0
100,100.03,0
101,100.03,0
102,100.03,0
103,100.03,0
104,100.03,0
105,100.03,0
106,100.03,0
107,100.03,0
108,100.03,0
109,100.03,0
110,100.03,0
111,100.03,0
112,100.03,0
113,100.03,0
114,100.03,0
115,100.03,0
116,100.03,0
117,100.03,0
118,100.03,0
119,100.03,0
120,100.03,0
121,100.03,0
122,100.03,0
123,100.03,0
124,100.03,0
125,100.03,0
126,100.03,0
127,100.03,0
128,100.03,0
129,100.0,4.0
130,99.99,1.0
131,99.99,1191.0
132,99.99,0
133,99.99,0
134,99.99,0
135,99.99,0
136,99.99,0
137,99.99,0
138,99.99,0
139,99.99,0
140,99.99,0
141,99.99,0
142,99.99,0
143,99.99,0
144,99.99,0
145,99.99,0
146,99.99,0
147,99.99,0
148,99.99,0
149,99.99,0
150,99.99,0
151,99.99,0
152,99.99,0
153,99.99,0
154,99.99,0
155,99.99,0
156,99.99,0
157,99.99,0
158,100.06,26.0
159,100.06,0
160,100.06,0
161,100.06,1147.0
162,100.06,0
163,100.06,0
164,100.06,0
165,100.06,0
166,100.06,0
167,100.06,0
168,100.06,0
169,100.06,0
170,100.06,0
171,100.06,0
172,100.06,0
173,100.06,0
174,100.06,0
175,100.06,0
176,100.06,0
177,100.06,0
178,100.06,0
179,100.06,0
180,100.06,0
181,100.06,0
182,100.06,0
183,100.06,0
184,100.06,0
185,100.06,0
186,100.06,0
187,100.06,0
188,100.06,0
189,100.06,0
190,100.1,1150.0
191,100.1,0
192,100.1,0
193,100.1,0
194,100.1,0
195,100.09,1.0
196,100.09,0
197,100.09,0
198,100.09,0
199,100.09,0
200,100.09,0
201,100.09,0
202,100.09,0
203,100.09,0
204,100.09,0
205,100.09,0
206,100.09,0
207,100.09,0
208,100.09,0
209,100.09,0
210,100.09,0
211,100.09,0
212,100.09,0
213,100.09,0
214,100.09,0
215,100.09,0
216,100.09,0
217,100.09,0
218,100.11,1114.0
219,100.11,0
220,100.11,0
221,100.11,0
222,100.11,0
223,100.11,0
224,100.11,0
225,100.11,0
226,100.11,0
227,100.11,0
228,100.11,0
229,100.11,0
230,100.11,0
231,100.11,0
232,100.11,0
233,100.11,0
234,100.11,0
235,100.11,0
236,100.11,0
237,100.11,0
238,100.11,0
239,100.11,0
240,100.11,0
241,100.11,0
242,100.11,0
243,100.11,0
244,100.11,0
245,100.11,0
246,100.11,0
247,100.11,0
248,100.11,0
249,100.11,0
250,100.11,0
251,100.11,0
252,100.11,0
253,100.11,0
254,100.11,0
255,100.11,0
256,100.11,0
257,100.11,0
258,100.11,0
259,100.11,0
260,100.11,0
261,100.11,0
262,100.11,0
263,100.11,0
264,100.11,0
265,100.11,0
266,100.11,0
267,100.11,0
268,100.11,0
269,100.11,0
270,100.11,0
271,100.11,0
272,100.11,0
273,100.11,0
274,100.11,0
275,100.11,0
276,100.11,0
277,100.11,0
278,100.11,0
279,100.11,0
280,100.11,0
281,100.11,0
282,100.11,0
283,100.11,0
284,100.11,0
285,100.11,0
286,100.11,0
287,100.11,0
288,100.11,0
289,100.11,0
290,100.11,0
291,100.11,0
292,100.11,0
293,100.11,0
294,100.11,0
295,100.11,0
296,100.11,0
297,100.11,0
298,100.11,0
299,100.11,0
300,100.11,0
301,100.11,0
302,100.11,0
303,100.11,0
304,100.11,0
305,100.11,0
306,100.11,0
307,100.11,0
308,100.11,0
309,100.11,0
310,100.11,0
311,100.11,0
312,100.11,0
313,100.11,0
314,100.11,0
315,100.11,0
316,100.11,0
317,100.11,0
318,100.11,0
319,100.11,0
320,100.11,0
321,100.11,0
322,100.11,0
323,100.11,0
324,100.11,0
325,100.11,0
326,100.11,0
327,100.11,0
328,100.11,0
329,100.11,0
330,100.11,0
331,100.11,0
332,100.11,0
333,100.11,0
334,100.11,0
335,100.11,0
336,100.11,0
337,100.11,0
338,100.11,0
339,100.11,0
340,100.11,0
341,100.11,0
342,100.11,0
343,100.11,0
344,100.11,0
345,100.11,0
346,100.11,0
347,100.11,0
348,100.1,2.0
349,100.1,0
350,100.1,0
351,100.1,0
352,100.1,0
353,100.1,0
354,100.1,0
355,100.1,0
356,100.1,0
357,100.1,0
358,100.1,0
359,100.1,0
360,100.12,47.0
361,100.12,0
362,100.12,0
363,100.12,0
364,100.12,0
365,100.12,0
366,100.12,0
367,100.12,0
368,100.12,0
369,100.12,0
370,100.12,0
371,100.12,0
372,100.12,0
373,100.12,0
374,100.12,0
375,100.12,0
376,100.12,0
377,100.12,0
378,100.12,0
379,100.12,0
380,100.12,0
381,100.12,0
382,100.12,0
383,100.12,0
384,100.12,0
385,100.13,4.0
386,100.13,0
387,100.13,0
388,100.13,0
389,100.13,0
390,100.13,0
391,100.13,0
392,100.13,0
393,100.13,0
394,100.13,0
395,100.13,0
396,100.13,0
397,100.13,0
398,100.13,0
399,100.13,0
400,100.13,0
401,100.13,0
402,100.13,0
403,100.13,0
404,100.13,0
405,100.13,0
406,100.13,0
407,100.13,0
408,100.13,0
409,100.13,0
410,100.13,0
411,100.13,0
412,100.13,0
413,100.13,0
414,100.13,0
415,100.13,0
416,100.13,0
417,100.13,0
418,100.13,0
419,100.13,0
420,100.13,0
421,100.13,0
422,100.13,0
423,100.14,1127.0
424,100.14,0
425,100.14,0
426,100.14,0
