Id,price,volume
0,99.82,0
1,99.89,0
2,100,0
3,100,0
4,100,0
5,100,0
6,100,0
7,100,0
8,100,0
9,100,0
10,100,0
11,100,0
12,100,0
13,100,0
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
21,100,0
22,100,0
23,100,0
24,100,0
25,100,0
26,100,0
27,100,0
28,100,0
29,100,0
30,100,0
31,100,0
32,100,0
33,100,0
34,100,0
35,100,0
36,100,0
37,100,0
38,100,0
39,100,0
40,100,0
41,99.99286066150032,1104.0
42,99.99286066150032,0
43,99.99286066150032,0
44,99.99286066150032,0
45,99.99286066150032,0
46,99.99286066150032,0
47,99.99286066150032,0
48,99.99286066150032,0
49,99.99286066150032,0
50,99.99286066150032,0
51,99.99286066150032,0
52,99.99286066150032,0
53,99.99286066150032,0
54,99.99286066150026,1192.0
55,99.99286066150026,0
56,99.99286066150026,0
57,99.99286066150026,0
58,99.96786066150412,3447.0
59,99.96786066150412,0
60,99.96786066150412,0
61,99.96786066150412,0
62,99.96786066150412,0
63,99.96786066150412,0
64,99.96786066150412,0
65,99.96786066150412,0
66,99.96786066150412,0
67,99.96786066150412,0
68,99.96786066150412,0
69,99.96786066150412,0
70,99.96786066150412,0
71,99.96786066150412,0
72,99.96786066150412,0
73,99.96786066150412,0
74,99.96786066150412,0
75,99.96786066150412,0
76,99.96786066150412,0
77,99.96786066150412,0
78,99.96786066150412,0
79,99.99286066150029,1144.0
80,99.99286066150029,0
81,99.99286066150029,0
82,99.99286066150029,0
83,99.99286066150029,0
84,99.99286066150029,0
85,99.99286066150029,0
86,99.99286066150029,0
87,99.99286066150029,0
88,99.99286066150029,0
89,99.99286066150029,0
90,99.99286066150029,0
91,99.99286066150029,0
92,99.99286066150029,0
93,99.99286066150029,0
94,99.99286066150029,0
95,99.99286066150029,0
96,99.99286066150029,0
97,99.99286066150029,0
98,99.99286066150029,0
99,99.99286066150029,0
100,99.99286066150029,0
101,99.99286066150029,0
102,99.99286066150029,0
103,99.99286066150029,0
104,99.99286066150029,0
105,99.99286066150029,0
106,99.99286066150029,0
107,99.99286066150029,0
108,99.99286066150029,0
109,99.99286066150029,0
110,99.99286066150029,0
111,99.99286066150029,0
112,99.98016304598397,1210.0
113,99.98016304598397,0
114,99.98016304598397,0
115,99.98016304598397,0
116,99.98016304598397,0
117,99.98016304598397,0
118,99.98016304598397,0
119,99.98016304598397,0
120,99.98016304598397,0
121,99.98016304598397,0
122,99.98016304598397,0
123,99.98016304598397,0
124,99.98016304598397,0
125,99.98016304598397,0
126,99.98016304598397,0
127,99.98016304598397,0
128,99.98016304598397,0
129,99.98016304598397,0
130,99.98016304598397,0
131,99.98016304598397,0
132,99.98016304598397,0
133,99.98016304598397,0
134,99.98016304598397,0
135,99.98016304598397,0
136,99.98016304598397,0
137,99.98016304598397,0
138,99.98016304598397,0
139,99.98016304598397,0
140,99.98016304598397,0
141,99.98016304598397,0
142,99.98016304598397,0
143,99.98016304598397,0
144,99.98016304598397,0
145,99.98016304598397,0
146,99.98016304598397,0
147,99.98016304598397,0
148,99.98016304598397,0
149,99.98016304598397,0
150,99.98016304598397,0
151,99.98016304598397,0
152,99.98016304598397,0
153,99.98016304598397,0
154,99.98016304598397,0
155,99.98016304598397,0
156,99.98016304598397,0
157,99.98016304598397,0
158,99.98016304598397,0
159,99.98016304598397,0
160,99.98016304598397,0
161,99.98016304598397,0
162,99.98016304598397,0
163,99.98016304598397,0
164,99.98016304598397,0
165,99.98016304598397,0
166,99.98016304598397,0
167,99.98016304598397,0
168,99.98016304598397,0
169,99.98016304598397,0
170,99.98016304598397,0
171,99.98016304598397,0
172,99.98016304598397,0
173,99.98016304598397,0
174,99.98016304598397,0
175,99.98016304598397,0
176,99.98016304598397,0
177,99.98016304598397,0
178,99.98016304598397,0
179,99.98016304598397,0
180,99.98016304598397,0
181,99.98016304598397,0
182,99.98016304598397,0
183,99.98016304598397,0
184,99.98016304598397,0
185,99.98016304598397,0
186,99.98016304598397,0
187,99.98016304598397,0
188,99.98016304598397,0
189,99.98016304598397,0
190,99.98016304598397,0
191,99.98016304598397,0
192,99.98016304598397,0
193,99.98016304598397,0
194,99.98016304598397,0
195,99.98016304598397,0
196,99.98016304598397,0
197,99.98016304598397,0
198,99.98016304598397,0
199,99.93565014072998,1134.0
200,99.93565014072998,0
201,99.93565014072998,0
202,99.93565014072998,0
203,99.93565014072998,0
204,99.93565014072998,0
205,99.93565014072998,0
206,99.93565014072998,0
207,99.93565014072998,0
208,99.93565014072998,0
209,99.93565014072998,0
210,99.93565014072998,0
211,99.93565014072998,0
212,99.93565014072998,0
213,99.93565014072998,0
214,99.93565014072998,0
215,99.93565014072998,0
216,99.93565014072998,0
217,99.93565014072998,0
218,99.93565014072998,0
219,99.93565564385307,1146.0
220,99.93565564385307,0
221,99.93565564385307,0
222,99.93565564385307,0
223,99.93565564385307,0
224,99.93565564385307,0
225,99.93565564385307,0
226,99.93565564385307,0
227,99.93565564385307,0
228,99.93565564385307,0
229,99.93565564385307,0
230,99.93565564385307,0
231,99.93565564385307,0
232,99.93565564385307,0
233,99.93565564385307,0
234,99.93565564385307,0
235,99.93565564385307,0
236,99.93565564385307,0
237,99.93565564385307,0
238,99.93565564385307,0
239,99.93565564385307,0
240,99.93565564385307,0
241,99.93565564385307,0
242,99.93565564385307,0
243,99.93565564385307,0
244,99.93565564385307,0
245,99.93565564385307,0
246,99.93565564385307,0
247,99.93565564385307,0
248,99.93565564385307,0
249,99.93565564385307,0
250,99.93565564385307,0
251,99.93565564385307,0
252,99.93565564385307,0
253,99.93565564385307,0
254,99.93565564385307,0
255,99.93565564385307,0
256,99.93565564385307,0
257,99.93565564385307,0
258,99.93565564385307,0
259,99.93565564385307,0
260,99.93565564385307,0
261,99.93565564385307,0
262,99.93565564385307,0
263,99.93565564385307,0
264,99.93565564385307,0
265,99.93565564385307,0
266,99.93565564385307,0
267,99.93565564385307,0
268,99.93565564385307,0
269,99.91637546443208,3.0
270,99.91637546443208,0
271,99.91637546443208,0
272,99.91637546443208,0
273,99.91637546443208,0
274,99.91637546443208,0
275,99.91637546443208,0
276,99.91637546443208,0
277,99.91637546443208,0
278,99.91637546443208,0
279,99.91637546443208,0
280,99.91637546443208,0
281,99.91637546443208,0
282,99.91637546443208,0
283,99.91637546443208,0
284,99.91637546443208,0
285,99.91637546443208,0
286,99.91637546443208,0
287,99.91637546443208,0
288,99.91637546443208,0
289,99.91637546443208,0
290,99.91637546443208,0
291,99.91637546443208,0
292,99.91637546443208,0
293,99.91637546443208,0
294,99.91637546443208,0
295,99.91637546443208,0
296,99.91637546443208,0
297,99.91637546443208,0
298,99.91637546443208,0
299,99.91637546443208,0
300,99.91637546443208,0
301,99.91637546443208,0
302,99.91637546443208,0
303,99.91637546443208,0
304,99.91637546443208,0
